documentType,productCategory,title,url
specs,package-units,PRPGE14 Gas/Electric Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Packaged%20Units/RESI_PACKAGEDUNITS_PRPGE14-FER_SEER2_SPECSHEET.pdf
specs,package-units,PRPHP14 Heat Pump Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Packaged%20Units/RESI_PACKAGEDUNITS_PRPHP14-FER_SEER2_SPECSHEET.pdf
specs,package-units,PRPGE16 Gas/Electric Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Packaged%20Units/FLAGSHIP_PACKAGEDUNITS_PRPGE16-FER_SEER2_SPECSHEET.pdf
specs,package-units,PRPHP16 Heat Pump Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Packaged%20Units/FLAGSHIP_PACKAGEDUNITS_PRPHP16-FER_SEER2_SPECSHEET.pdf
specs,package-units,PRPDF16 Dual-Fuel Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Packaged%20Units/FLAGSHIP_PACKAGEDUNITS_PRPDF16-FER_SEER2_SPECSHEET.pdf
specs,package-units,PRPAC16 Electric/Electric Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Packaged%20Units/FLAGSHIP_PACKAGEDUNITS_PRPAC16-FER_SEER2_SPECSHEET.pdf
specs,package-units,PRPGE14 Gas/Electric Technical Specifications-Ultra Low NOx,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Packaged%20Units/RESI_PACKAGEDUNITS_PRPGN14_SEER2_SPECSHEET.pdf
specs,air-handlers,EFV  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/RESI_ELECTRICFURNACES_EFV-EFC_SPECSHEET.pdf
specs,air-handlers,BCE5C  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/RESI_AIRHANDLERS_BCE5C-OMNIGUARD_SPECSHEET.pdf
specs,air-handlers,BCE5E  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/RESI_AIRHANDLERS_BCE5E-OMNIGUARD_SPECSHEET.pdf
specs,air-handlers,BCE5V  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/RESI_AIRHANDLERS_BCE5V-OMNIGUARD_SPECSHEET.pdf
specs,air-handlers,BCE7E  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/RESI_AIRHANDLERS_BCE7E_SPECSHEET-OMNIGUARD.pdf
specs,air-handlers,BCE7S  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/FLAGSHIP_AIRHANDLERS_BCE7S-OMNIGUARD_SPECSHEET.pdf
specs,coils,EAC4X  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/RESI_COILS_EAC1P-EAC4X-EAH1P-EAU1P-ED1P_SPECSHEET.pdf
specs,coils,EAC1P  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/RESI_COILS_EAC1P-EAC4X-EAH1P-EAU1P-ED1P_SPECSHEET.pdf
specs,coils,EAH1P  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/RESI_COILS_EAC1P-EAC4X-EAH1P-EAU1P-ED1P_SPECSHEET.pdf
specs,coils,EAU1P  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/RESI_COILS_EAC1P-EAC4X-EAH1P-EAU1P-ED1P_SPECSHEET.pdf
specs,coils,ED1P  Technical Specifications ,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Coils/RESI_COILS_EC4X-EC1P-EU1P-EUL1P-EM1P-EH1P-ED1P_SPECSHEET.pdf
specs,coils,EM1P  Technical Specifications ,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Coils/RESI_COILS_EC4X-EC1P-EU1P-EUL1P-EM1P-EH1P-ED1P_SPECSHEET.pdf
specs,mini-split-systems,4DHP2  Single-Zone Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/RESI_DUCTLESSMINISPLITS_4DHP2S-DWM2-D22C-DMD-SINGLEZONE-2GEN_SPECSHEET.pdf
specs,mini-split-systems,4DHV  Single-Zone Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/RESI_DUCTLESSMINISPLITS_4DHVS-DWH_SPECSHEETpdf
specs,mini-split-systems,4DHP2  Multi-Zone Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/RESI_DUCTLESSMINISPLITS_4DHP2S-DWM2-D22C-DMD-MULTIZONE-2GEN_SPECSHEET.pdf
specs,out-of-production,4SCU14LB-Legacy  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4SCU14LB_Tech_Spec.pdf
specs,out-of-production,EH1P  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Coils/RESI_COILS_EC4X-EC1P-EU1P-EUL1P-EM1P-EH1P-ED1P_SPECSHEET.pdf
specs,out-of-production,EC4X  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Coils/RESI_COILS_EC4X-EC1P-EU1P-EUL1P-EM1P-EH1P-ED1P_SPECSHEET.pdf
specs,out-of-production,EU1P  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Coils/RESI_COILS_EC4X-EC1P-EU1P-EUL1P-EM1P-EH1P-ED1P_SPECSHEET.pdf
specs,out-of-production,EC1P  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Coils/RESI_COILS_EC4X-EC1P-EU1P-EUL1P-EM1P-EH1P-ED1P_SPECSHEET.pdf
specs,out-of-production,4SCU16LE-Legacy  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/4SCU16LE(WALDO)_100_12_17.pdf
specs,out-of-production,EFC  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_EFC-Tech_Spec.pdf
specs,out-of-production,4DHPS  Single-Zone Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/VALUE_DUCTLESSMINISPLITS_4DHPS-DMD-D22C-D33C-DWM_SPECSHEET.pdf
specs,out-of-production,4DHPM  Multi-Zone Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/1%20-%20Document%20Updates/RESI_DUCTLESSMINISPLITS_4DHPM-DMD-D22C-D33C-DWM-MULTIZONE_SPECSHEET.pdf
specs,out-of-production,4SHP15LE-Legacy  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/4SHP15LE(WALDO)-100_12_17.pdf
specs,out-of-production,BCE3V  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_BCE3V_Tech_Spec.pdf
specs,out-of-production,EUL1P  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Coils/RESI_COILS_EC4X-EC1P-EU1P-EUL1P-EM1P-EH1P-ED1P_SPECSHEET.pdf
specs,out-of-production,4SHP14LB-Legacy  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4SHP14LB_Tech_Spec.pdf
specs,out-of-production,BCE3E  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_BCE3E_Tech_Spec.pdf
specs,out-of-production,BCE4S  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_BCE4S_Tech_Spec.pdf
specs,out-of-production,4SCU18LS  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4SCU18LS_Tech_Spec.pdf
specs,out-of-production,4HP13L  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4HP13L_Tech_Spec.pdf
specs,out-of-production,4PGE15 Gas/Electric Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4PGE15E_Tech_Spec.pdf
specs,out-of-production,4SCU16LT  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4SCU16LT_Tech_Spec.pdf
specs,out-of-production,BCS2  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_BCS2S-100_Tech_Spec.pdf
specs,out-of-production,RPCE13 Electric/Electric Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/FLAGSHIP_PACKAGEDUNITS_RPCE13_SPECSHEETpdf
specs,out-of-production,RPGE13 Gas/Electric Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/FLAGSHIP_PACKAGEDUNITS_RPGE13_SPECSHEETpdf
specs,out-of-production,RPHP13 Heat Pump Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/FLAGSHIP_PACKAGEDUNITS_RPHP13_SPECSHEETpdf%20%20OptionsAttachments
specs,out-of-production,4SHP13LE  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4SHP13LE_Tech_Spec.pdf
specs,out-of-production,A952V  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_A952V_Tech_Spec.pdf
specs,out-of-production,4SCU18LT  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4SCU18LT_Tech_Spec.pdf
specs,out-of-production,4PHP13 Heat Pump Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4PHP13E_Tech_Spec.pdf
specs,out-of-production,4PHP15 Heat Pump Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4PHP15E_Tech_Spec.pdf
specs,out-of-production,4PCE13 Electric/Electric Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4PCE13E_Tech_Spec.pdf
specs,out-of-production,4PCE15 Electric/Electric Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4PCE15E_Tech_Spec.pdf
specs,out-of-production,4PGE13 Gas/Electric Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4PGE13E_Tech_Spec.pdf
specs,out-of-production,BCS2V  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_BCS2S-100_Tech_Spec.pdf
specs,out-of-production,BCS2S  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_BCS2S-100_Tech_Spec.pdf
specs,out-of-production,4SHP18LS  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4SHP18LS_Tech_Spec.pdf
specs,out-of-production,4SHP13LB  Technical Specifications,https://s7d2.scene7.com/is/content/AlliedAirEnterprises/Product%20Materials%20Library/Spec%20Sheets/Heat%20Pumps/FLAGSHIP_HEATPUMPS_4SHP13LB_SPECSHEET.pdf
specs,out-of-production,BCE3C  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/Airease_BCE3C_Tech_Spec.pdf
specs,out-of-production,4AC13L  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4AC13L_Tech_Spec.pdf
specs,out-of-production,4SHP18LT  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4SCU18LT_Tech_Spec.pdf
specs,out-of-production,4SHP16LT  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_4SHP16LT_Tech_Spec.pdf
specs,out-of-production,13ACD  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_13ACD_Tech_Spec.pdf
specs,out-of-production,13HPD  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_13HPD_Tech_Spec.pdf
specs,out-of-production,A96MV  Technical Specifications,https://pascalliedcdnep.azureedge.net/airease/AirEase_A96MV_Tech_Spec.pdf
